player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Manuel Sánchez,es ESP,DF,Atlético Madrid,20-173,2000,0.5,31,25,6,0,0,8,0,0,0,0,0,0,20,6,5,17,7,1,6,0,24,0,0,0,3,Matches
Manuel Sánchez,es ESP,"DF,MF",Osasuna,20-173,2000,2.0,94,76,18,1,0,12,2,6,0,0,0,0,54,26,14,57,14,5,17,1,74,0,2,0,4,Matches
Oier Sanjurjo,es ESP,MF,Osasuna,34-264,1986,17.2,607,596,11,11,3,130,16,4,0,0,0,0,307,118,182,88,408,68,0,4,405,6,21,22,23,Matches
Ivan Šaponjić,rs SRB,FW,Cádiz,23-195,1997,0.6,9,8,1,0,0,2,0,0,0,0,0,0,8,1,0,1,7,0,0,0,8,0,1,0,0,Matches
Stefan Savić,me MNE,DF,Atlético Madrid,30-036,1991,18.0,934,909,25,23,1,89,31,1,0,0,0,0,699,72,163,59,802,42,2,5,810,3,9,14,8,Matches
Jaime Seoane,es ESP,MF,Huesca,24-022,1997,10.3,414,402,12,7,0,86,21,10,3,2,1,0,281,66,67,49,330,21,0,3,320,0,12,7,27,Matches
Edgar Sevikyan,ru RUS,MF,Levante,19-189,2001,0.1,5,5,0,0,0,1,1,1,0,0,0,0,2,0,3,3,1,1,0,0,3,0,1,1,0,Matches
Sidnei,br BRA,DF,Betis,31-174,1989,5.6,354,341,13,12,0,50,8,0,0,0,0,0,270,24,60,61,270,11,0,3,319,0,4,2,2,Matches
David Silva,es ESP,MF,Real Sociedad,35-036,1986,8.8,527,502,25,14,4,65,17,5,6,4,2,0,374,75,78,437,59,19,3,2,451,4,5,8,16,Matches
Gastón Silva,uy URU,DF,Huesca,26-345,1994,4.4,203,194,9,6,0,24,5,1,0,0,0,0,145,34,24,160,35,4,3,0,174,0,7,2,2,Matches
Rui Silva,pt POR,GK,Granada,27-006,1994,21.0,698,434,264,94,0,44,9,0,0,0,0,0,198,9,491,463,124,0,0,41,378,2,29,4,2,Matches
Unai Simón,es ESP,GK,Athletic Club,23-247,1997,21.0,650,440,210,64,0,21,20,0,0,0,0,0,241,36,373,42,473,0,0,104,428,0,21,6,0,Matches
Dimitris Siovas,gr GRE,DF,Huesca,32-150,1988,21.0,1161,1109,52,43,0,136,26,2,0,0,0,0,813,87,261,921,124,68,2,3,968,3,21,14,5,Matches
Rafa Soares,pt POR,DF,Eibar,25-280,1995,6.9,369,254,115,11,0,31,10,19,1,0,1,0,110,113,146,220,11,27,103,2,241,2,15,6,15,Matches
Rubén Sobrino,es ESP,"MF,FW",Valencia,28-257,1992,0.5,23,23,0,0,0,7,1,1,0,0,0,0,19,3,1,3,20,0,0,0,17,0,0,3,2,Matches
Rubén Sobrino,es ESP,"FW,MF",Cádiz,28-257,1992,0.5,7,7,0,0,0,2,0,1,0,0,0,0,5,2,0,1,6,0,0,0,3,0,0,0,0,Matches
Augusto Solari,ar ARG,MF,Celta Vigo,29-041,1992,0.9,23,21,2,0,0,3,1,3,2,0,2,0,16,1,6,0,23,0,0,0,18,0,2,0,0,Matches
Roberto Soldado,es ESP,FW,Granada,35-262,1985,10.6,239,216,23,0,0,53,5,12,0,0,0,0,128,64,47,20,174,20,1,5,146,6,6,9,19,Matches
Carlos Soler,es ESP,MF,Valencia,24-042,1997,17.1,920,796,124,58,3,96,44,13,65,27,16,4,639,74,207,83,796,23,1,7,737,9,12,11,18,Matches
Son,es ESP,"DF,MF",Levante,26-320,1994,6.4,334,256,78,5,0,37,5,19,1,0,0,0,180,105,49,32,216,8,72,2,258,0,5,7,14,Matches
David Soria,es ESP,GK,Getafe,27-315,1993,13.0,434,288,146,50,0,17,9,0,0,0,0,0,67,9,358,14,317,0,0,4,202,4,14,1,1,Matches
Alberto Soro,es ESP,"FW,MF",Granada,21-341,1999,2.0,62,61,1,1,0,15,1,2,0,0,0,0,37,12,13,45,6,7,0,0,46,0,3,1,4,Matches
Damián Suárez,uy URU,DF,Getafe,32-292,1988,17.7,923,645,278,52,1,66,44,41,3,0,3,0,352,254,317,49,574,56,223,3,632,4,18,33,32,Matches
Denis Suárez,es ESP,MF,Celta Vigo,27-038,1994,17.8,1065,982,83,36,3,112,31,24,29,8,11,3,832,105,128,159,874,18,4,6,863,1,21,23,24,Matches
Luis Suárez,uy URU,FW,Atlético Madrid,34-020,1987,14.1,314,300,14,0,2,78,9,4,0,0,0,0,194,73,47,67,214,16,1,7,229,1,5,13,12,Matches
Suso,es ESP,FW,Sevilla,27-086,1993,12.4,620,589,31,12,0,79,38,46,13,5,1,0,434,59,127,550,60,7,3,0,502,2,17,19,17,Matches
Tachi,es ESP,DF,Alavés,23-156,1997,4.2,157,142,15,15,0,13,15,0,0,0,0,0,71,15,71,10,123,16,0,0,106,2,5,2,1,Matches
Renato Tapia,pe PER,MF,Celta Vigo,25-200,1995,20.7,1045,1013,32,29,1,125,45,4,0,0,0,0,735,123,187,140,831,39,3,4,864,2,24,16,22,Matches
Tomás Tavares,pt POR,"MF,DF",Alavés,19-343,2001,0.7,22,21,1,0,0,2,0,2,0,0,0,0,16,3,3,4,16,0,1,0,18,0,0,0,1,Matches
Álvaro Tejero,es ESP,DF,Eibar,24-208,1996,1.2,99,79,20,0,0,9,3,11,0,0,0,0,49,14,36,8,64,6,20,0,75,0,2,0,2,Matches
Cristian Tello,es ESP,"FW,MF",Betis,29-186,1991,8.8,338,327,11,3,3,37,6,19,3,2,1,0,266,36,36,78,242,7,5,1,270,1,2,5,18,Matches
Marc-André ter Stegen,de GER,GK,Barcelona,28-289,1992,15.0,512,413,99,23,0,54,11,0,0,0,0,0,365,22,125,80,343,0,0,85,463,0,8,4,0,Matches
David Timor,es ESP,"MF,DF",Getafe,31-119,1989,8.5,400,350,50,37,0,51,37,8,8,1,3,2,175,59,166,286,31,57,3,2,276,0,8,10,4,Matches
Toño,es ESP,DF,Levante,31-098,1989,2.7,143,115,28,3,0,24,3,6,0,0,0,0,84,35,24,105,8,4,25,0,111,2,2,3,9,Matches
Lucas Torreira,uy URU,"MF,FW",Atlético Madrid,25-002,1996,3.9,233,231,2,2,1,36,0,0,0,0,0,0,176,29,28,27,183,17,0,1,206,0,2,1,3,Matches
Óliver Torres,es ESP,"MF,FW",Sevilla,26-095,1994,9.5,643,610,33,5,1,88,58,15,16,3,3,1,417,78,148,58,551,13,9,9,542,4,9,13,12,Matches
Pau Torres,es ESP,DF,Villarreal,24-028,1997,22.0,1441,1391,50,44,0,134,69,2,0,0,0,0,1119,111,211,1193,161,51,6,8,1272,4,21,9,12,Matches
Roberto Torres,es ESP,MF,Osasuna,31-343,1989,12.7,424,377,47,27,0,56,26,31,14,4,5,3,213,70,141,73,310,30,5,3,273,4,12,9,24,Matches
Lucas Torró,es ESP,MF,Osasuna,26-209,1994,5.5,190,189,1,1,0,59,3,3,0,0,0,0,103,38,49,20,113,33,0,2,145,0,2,3,4,Matches
Manu Trigueros,es ESP,MF,Villarreal,29-119,1991,17.4,1067,1033,34,25,3,157,22,11,0,0,0,0,838,116,113,291,728,24,5,11,923,6,17,17,20,Matches
Francisco Trincão,pt POR,"FW,MF",Barcelona,21-046,1999,4.0,223,213,10,1,0,34,2,8,5,0,0,0,190,14,19,180,28,7,4,4,179,1,2,7,15,Matches
Kieran Trippier,eng ENG,DF,Atlético Madrid,30-147,1990,14.0,874,745,129,9,1,86,22,35,19,1,11,1,513,179,182,28,671,50,101,6,701,4,9,21,18,Matches
Samuel Umtiti,fr FRA,DF,Barcelona,27-091,1993,3.4,265,257,8,7,0,15,3,0,0,0,0,0,242,13,10,219,38,2,1,2,258,0,0,1,1,Matches
Enes Ünal,tr TUR,FW,Getafe,23-279,1997,5.0,126,117,9,2,1,48,1,1,1,1,0,0,54,39,33,6,58,21,2,6,88,0,3,1,5,Matches
Tomáš Vaclík,cz CZE,GK,Sevilla,31-321,1989,3.0,94,83,11,3,0,20,2,0,0,0,0,0,56,6,32,8,70,0,0,15,74,0,0,0,0,Matches
Eugeni Valderrama,es ESP,"FW,MF",Huesca,26-209,1994,1.3,82,72,10,7,0,14,4,0,3,0,2,1,64,8,10,4,73,4,0,0,70,1,2,2,1,Matches
Jesús Vallejo,es ESP,DF,Granada,24-039,1997,11.2,369,348,21,9,1,52,15,0,0,0,0,0,236,26,107,55,276,19,12,0,278,2,15,8,7,Matches
Manu Vallejo,es ESP,FW,Valencia,23-365,1997,8.0,204,184,20,1,2,58,10,7,3,0,0,0,138,39,27,20,160,11,1,5,152,0,6,3,11,Matches
Federico Valverde,uy URU,MF,Real Madrid,22-206,1998,8.2,454,448,6,2,0,36,20,11,0,0,0,0,351,55,48,38,387,16,4,4,400,2,7,7,8,Matches
Raphaël Varane,fr FRA,DF,Real Madrid,27-294,1993,21.0,1201,1163,38,35,2,102,37,1,0,0,0,0,936,99,166,467,654,42,3,5,1088,1,10,10,9,Matches
Franco Vázquez,ar ARG,"FW,MF",Sevilla,31-357,1989,0.8,54,53,1,0,0,10,1,1,0,0,0,0,39,9,6,40,5,3,0,0,47,0,1,0,1,Matches
Lucas Vázquez,es ESP,"FW,DF",Real Madrid,29-227,1991,13.4,850,793,57,4,0,85,29,48,0,0,0,0,570,135,145,78,693,13,53,8,709,1,9,10,43,Matches
Koke Vegas,es ESP,GK,Levante,25-139,1995,1.0,29,15,14,3,0,0,1,0,0,0,0,0,14,3,12,7,18,0,0,4,19,0,2,0,0,Matches
Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,18-262,2002,1.3,32,32,0,0,0,4,0,1,0,0,0,0,20,5,7,3,26,2,0,1,26,0,0,0,1,Matches
Unai Vencedor Paris,es ESP,MF,Athletic Club,20-090,2000,9.7,425,409,16,15,0,58,21,2,0,0,0,0,277,67,81,55,353,13,1,0,343,1,12,11,8,Matches
Gonzalo Verdú,es ESP,DF,Elche,32-115,1988,20.0,1010,952,58,52,1,101,20,0,0,0,0,0,773,47,190,84,892,20,1,1,878,5,14,11,3,Matches
Mikel Vesga,es ESP,MF,Athletic Club,27-268,1993,10.2,477,475,2,1,0,81,11,3,0,0,0,0,336,56,85,335,85,37,0,2,385,1,9,11,9,Matches
Rúben Vezo,pt POR,DF,Levante,26-294,1994,14.4,756,706,50,44,0,76,39,1,1,0,1,0,518,82,156,159,527,43,3,4,631,0,20,10,9,Matches
Iñigo Vicente,es ESP,FW,Athletic Club,23-038,1998,0.4,46,43,3,0,0,3,1,6,0,0,0,0,24,10,12,1,39,3,3,0,33,1,1,0,2,Matches
Fede Vico,es ESP,"MF,FW",Granada,26-224,1994,2.1,70,66,4,1,0,15,4,2,2,0,1,0,42,10,18,58,5,5,1,0,47,1,1,1,1,Matches
Aleix Vidal,es ESP,DF,Sevilla,31-176,1989,4.4,344,292,52,8,0,31,5,12,0,0,0,0,228,70,46,26,263,9,44,0,299,1,6,8,5,Matches
Nacho Vidal,es ESP,"DF,MF",Osasuna,26-020,1995,13.2,448,344,104,3,1,52,10,13,0,0,0,0,183,82,183,25,263,39,101,4,306,2,15,5,15,Matches
Toni Villa,es ESP,"MF,FW",Valladolid,26-037,1995,8.1,312,293,19,2,2,54,5,17,4,3,0,0,217,51,44,28,264,8,7,1,234,2,8,9,16,Matches
Asier Villalibre,es ESP,FW,Athletic Club,23-136,1997,7.9,137,127,10,3,0,45,1,8,0,0,0,0,72,19,46,43,49,18,0,1,90,2,1,2,5,Matches
Iván Villar,es ESP,GK,Celta Vigo,23-219,1997,7.0,206,125,81,25,0,8,4,0,0,0,0,0,101,7,98,15,153,0,0,28,134,0,7,0,1,Matches
Vitolo,es ESP,"MF,DF",Atlético Madrid,31-103,1989,2.5,125,121,4,1,0,18,3,1,0,0,0,0,93,19,13,19,91,7,3,2,102,0,1,0,2,Matches
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29-034,1992,3.6,204,160,44,1,0,20,2,9,0,0,0,0,99,33,72,9,135,11,43,0,140,4,3,2,6,Matches
Nikola Vukčević,me MNE,MF,Levante,29-062,1991,5.8,220,217,3,3,1,26,6,1,0,0,0,0,164,23,33,173,29,13,0,0,188,0,4,1,1,Matches
Daniel Wass,dk DEN,"DF,MF",Valencia,31-258,1989,20.1,1027,887,140,41,1,132,34,33,6,1,3,0,580,204,243,73,766,68,91,3,768,5,25,29,29,Matches
Shon Weissman,il ISR,FW,Valladolid,24-365,1996,12.4,159,140,19,0,0,39,0,2,0,0,0,0,104,37,18,23,111,10,0,9,113,0,2,4,11,Matches
Iñaki Williams,es ESP,"FW,MF",Athletic Club,26-243,1994,18.0,401,382,19,0,0,87,6,33,0,0,0,0,249,88,64,28,298,29,7,12,270,3,15,10,27,Matches
Jawad El Yamiq,ma MAR,DF,Valladolid,28-350,1992,6.3,241,225,16,16,0,21,10,0,0,0,0,0,161,22,58,30,184,20,0,0,192,0,8,1,1,Matches
Rubén Yáñez,es ESP,GK,Getafe,27-124,1993,9.0,245,155,90,32,0,10,5,0,0,0,0,0,58,13,174,22,170,0,0,25,141,2,3,4,0,Matches
Yoel,es ESP,GK,Eibar,32-169,1988,0.3,13,10,3,1,0,0,1,0,0,0,0,0,3,1,9,2,7,0,0,4,8,0,1,0,0,Matches
Okay Yokuşlu,tr TUR,MF,Celta Vigo,26-341,1994,5.1,276,268,8,5,0,52,8,0,0,0,0,0,191,39,46,19,230,13,1,3,238,0,6,2,3,Matches
Joseba Zaldúa,es ESP,DF,Real Sociedad,28-234,1992,4.5,223,173,50,3,0,21,4,16,0,0,0,0,109,51,63,19,138,14,47,1,173,0,4,2,7,Matches
Oier Zarraga,es ESP,MF,Athletic Club,22-040,1999,1.0,33,31,2,2,0,7,2,1,0,0,0,0,28,5,0,0,33,0,0,0,26,0,1,1,3,Matches
Igor Zubeldia,es ESP,DF,Real Sociedad,23-320,1997,12.6,712,676,36,18,0,71,13,6,0,0,0,0,561,55,96,51,588,38,18,4,621,0,7,7,10,Matches
Martín Zubimendi,es ESP,MF,Real Sociedad,22-011,1999,10.5,564,545,19,17,1,85,12,2,0,0,0,0,412,56,96,138,373,27,1,1,496,1,7,6,7,Matches
Martin Ødegaard,no NOR,"MF,FW",Real Madrid,22-058,1998,2.6,175,166,9,3,0,35,2,2,6,5,0,0,137,20,18,160,9,2,0,2,147,2,1,2,4,Matches
