,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
350,Jeison Murillo,co COL,DF,Celta Vigo,28-262,1992,21,21,1843,20.5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,0.02,0.01,0.02,0.02,0.02,Matches
351,Yunus Musah,us USA,MF,Valencia,18-076,2002,21,14,1180,13.1,1,0,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,0.5,0.5,0.7,1.3,0.04,0.06,0.1,0.04,0.1,Matches
352,Yoshinori Mutō,jp JPN,"FW,MF",Eibar,28-213,1992,18,12,965,10.7,1,1,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,1.5,1.5,0.9,2.4,0.14,0.08,0.22,0.14,0.22,Matches
353,Nacho,es ESP,DF,Valladolid,31-343,1989,17,17,1442,16.0,0,1,0,0,0,2,1,0.0,0.06,0.06,0.0,0.06,0.3,0.3,1.5,1.8,0.02,0.09,0.11,0.02,0.11,Matches
354,Nacho,es ESP,DF,Real Madrid,31-026,1990,9,9,762,8.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches
355,Nano,es ESP,"FW,MF",Cádiz,26-008,1995,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
356,Roberto Navarro,es ESP,MF,Real Sociedad,18-307,2002,1,0,35,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
357,Ximo Navarro,es ESP,DF,Alavés,31-021,1990,18,17,1389,15.4,1,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,0.3,0.3,0.8,1.0,0.02,0.05,0.07,0.02,0.07,Matches
358,Jesús Navas,es ESP,DF,Sevilla,35-084,1985,19,19,1550,17.2,0,4,0,0,0,4,0,0.0,0.23,0.23,0.0,0.23,0.5,0.5,3.4,3.9,0.03,0.2,0.23,0.03,0.23,Matches
359,Raúl Navas,es ESP,DF,Osasuna,32-278,1988,2,2,168,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
360,Álvaro Negredo,es ESP,FW,Cádiz,35-177,1985,19,17,1342,14.9,6,3,6,0,0,3,1,0.4,0.2,0.6,0.4,0.6,4.7,4.7,2.0,6.7,0.32,0.13,0.45,0.32,0.45,Matches
361,Neto,br BRA,GK,Barcelona,31-209,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
362,Carlos Neva,es ESP,DF,Granada,24-246,1996,19,19,1626,18.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.03,0.0,0.03,0.03,0.03,Matches
363,Mamor Niang,sn SEN,"FW,MF",Getafe,19-009,2002,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.24,0.0,0.24,0.24,0.24,Matches
364,Manuel Nieto,es ESP,"FW,MF",Cádiz,22-321,1998,2,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.73,0.0,1.73,1.73,1.73,Matches
365,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,26-084,1994,16,10,967,10.7,2,0,2,0,1,3,0,0.19,0.0,0.19,0.19,0.19,1.7,0.8,0.6,1.4,0.16,0.05,0.21,0.07,0.13,Matches
366,Nino,es ESP,"MF,FW",Elche,40-248,1980,9,0,192,2.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,0.15,0.36,0.51,0.15,0.51,Matches
367,Fernando Niño,es ESP,FW,Villarreal,20-112,2000,11,7,466,5.2,3,0,3,0,0,1,0,0.58,0.0,0.58,0.58,0.58,4.1,4.1,0.1,4.2,0.78,0.03,0.81,0.78,0.81,Matches
368,Nolito,es ESP,"MF,FW",Celta Vigo,34-121,1986,22,21,1587,17.6,4,3,4,0,0,4,0,0.23,0.17,0.4,0.23,0.4,4.6,4.6,3.9,8.5,0.27,0.23,0.5,0.27,0.5,Matches
369,Unai Núñez,es ESP,DF,Athletic Club,24-014,1997,11,10,907,10.1,1,0,1,0,0,4,0,0.1,0.0,0.1,0.1,0.1,0.5,0.5,0.1,0.6,0.05,0.01,0.06,0.05,0.06,Matches
370,Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22-253,1998,5,1,141,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
371,Allan Nyom,cm CMR,"MF,DF",Getafe,32-279,1988,19,17,1368,15.2,0,2,0,0,0,6,0,0.0,0.13,0.13,0.0,0.13,0.4,0.4,1.6,2.1,0.03,0.11,0.14,0.03,0.14,Matches
372,Jan Oblak,si SVN,GK,Atlético Madrid,28-037,1993,20,20,1800,20.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
373,Lucas Ocampos,ar ARG,FW,Sevilla,26-217,1994,21,19,1647,18.3,4,4,0,4,4,2,0,0.22,0.22,0.44,0.0,0.22,6.9,3.9,2.9,6.8,0.38,0.16,0.54,0.21,0.37,Matches
374,Álvaro Odriozola,es ESP,DF,Real Madrid,25-061,1995,4,3,226,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
375,Shinji Okazaki,jp JPN,"FW,MF",Huesca,34-303,1986,18,12,956,10.6,1,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,1.8,1.8,0.3,2.1,0.17,0.03,0.2,0.17,0.2,Matches
376,Lucas Olaza,uy URU,DF,Celta Vigo,26-207,1994,18,18,1615,17.9,0,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,2.2,2.6,0.02,0.12,0.14,0.02,0.14,Matches
377,Lucas Olaza,uy URU,DF,Valladolid,26-207,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
378,Paulo Oliveira,pt POR,DF,Eibar,29-036,1992,16,15,1368,15.2,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,0.0,0.3,0.02,0.0,0.02,0.02,0.02,Matches
379,Mathías Olivera,uy URU,DF,Getafe,23-105,1997,17,16,1379,15.3,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.1,1.9,0.06,0.07,0.13,0.06,0.13,Matches
380,Javier Ontiveros,es ESP,"FW,MF",Huesca,23-157,1997,18,10,891,9.9,2,1,1,1,1,5,0,0.2,0.1,0.3,0.1,0.2,1.8,1.1,1.6,2.7,0.19,0.16,0.35,0.11,0.27,Matches
381,Fabián Orellana,cl CHI,"MF,FW",Valladolid,35-017,1986,19,16,1239,13.8,2,1,0,2,2,2,0,0.15,0.07,0.22,0.0,0.07,2.3,0.7,1.8,2.6,0.16,0.13,0.3,0.05,0.19,Matches
382,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,23-298,1997,17,15,1165,12.9,10,4,4,6,6,1,0,0.77,0.31,1.08,0.31,0.62,8.9,4.3,3.5,7.7,0.69,0.27,0.95,0.33,0.6,Matches
383,Fernando Pacheco,es ESP,GK,Alavés,28-271,1992,22,22,1980,22.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
384,Ante Palaversa,hr CRO,"MF,FW",Getafe,20-313,2000,2,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.57,0.57,0.0,0.57,Matches
385,Daniel Parejo,es ESP,MF,Villarreal,31-303,1989,20,20,1781,19.8,3,2,3,0,0,2,0,0.15,0.1,0.25,0.15,0.25,1.0,1.0,2.6,3.7,0.05,0.13,0.19,0.05,0.19,Matches
386,Marvin Olawale Akinlabi Park,es ESP,"DF,FW",Real Madrid,20-225,2000,3,1,88,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
387,Thomas Partey,gh GHA,MF,Atlético Madrid,27-245,1993,3,2,200,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
388,John Patrick,es ESP,"MF,DF",Getafe,17-142,2003,6,0,65,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.0,0.18,0.18,0.18,Matches
389,Gabriel Paulista,br BRA,DF,Valencia,30-079,1990,16,16,1366,15.2,2,1,2,0,0,3,0,0.13,0.07,0.2,0.13,0.2,0.5,0.5,0.0,0.5,0.03,0.0,0.03,0.03,0.03,Matches
390,Alfonso Pedraza,es ESP,DF,Villarreal,24-310,1996,17,16,1324,14.7,0,2,0,0,0,6,0,0.0,0.14,0.14,0.0,0.14,0.9,0.9,2.3,3.2,0.06,0.16,0.22,0.06,0.22,Matches
391,Pedri,es ESP,MF,Barcelona,18-080,2002,21,14,1324,14.7,2,2,2,0,0,1,0,0.14,0.14,0.27,0.14,0.27,2.2,2.2,3.9,6.1,0.15,0.26,0.41,0.15,0.41,Matches
392,Rubén Peña,es ESP,"DF,FW",Villarreal,29-210,1991,11,7,697,7.7,1,0,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.4,0.4,0.2,0.6,0.05,0.03,0.08,0.05,0.08,Matches
393,Alberto Perea,es ESP,MF,Cádiz,30-056,1990,16,9,934,10.4,1,2,1,0,0,0,0,0.1,0.19,0.29,0.1,0.29,1.0,1.0,1.7,2.8,0.1,0.17,0.27,0.1,0.27,Matches
394,Iñigo Pérez,es ESP,"MF,DF",Osasuna,33-026,1988,19,14,1187,13.2,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.8,0.02,0.04,0.06,0.02,0.06,Matches
395,Kike Pérez,es ESP,MF,Valladolid,23-365,1997,18,9,859,9.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.3,0.07,0.06,0.14,0.07,0.14,Matches
396,Lucas Pérez,es ESP,FW,Alavés,32-156,1988,16,11,1039,11.5,4,3,1,3,4,0,0,0.35,0.26,0.61,0.09,0.35,5.2,2.2,2.9,5.0,0.45,0.25,0.7,0.19,0.43,Matches
397,Luis Pérez,es ESP,DF,Valladolid,26-009,1995,13,10,918,10.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
398,Nehuén Pérez,ar ARG,DF,Granada,20-234,2000,5,3,301,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
399,Tomás Pina Isla,es ESP,MF,Alavés,33-122,1987,18,17,1422,15.8,1,0,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
400,Yeremi Pino,es ESP,"FW,MF",Villarreal,18-116,2002,13,2,394,4.4,1,1,1,0,0,3,0,0.23,0.23,0.46,0.23,0.46,0.6,0.6,0.6,1.2,0.14,0.14,0.28,0.14,0.28,Matches
401,Gerard Piqué,es ESP,DF,Barcelona,34-011,1987,8,8,691,7.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.05,0.02,0.07,0.05,0.07,Matches
402,Miralem Pjanić,ba BIH,MF,Barcelona,30-317,1990,14,5,515,5.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,1.9,0.19,0.14,0.34,0.19,0.34,Matches
403,Óscar Plano,es ESP,"MF,FW",Valladolid,30-002,1991,22,17,1393,15.5,2,4,2,0,0,0,0,0.13,0.26,0.39,0.13,0.39,1.9,1.9,1.1,3.0,0.12,0.07,0.19,0.12,0.19,Matches
404,Dani Plomer,es ESP,FW,Granada,22-075,1998,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
405,Jorge Pombo,es ESP,"FW,MF",Cádiz,26-357,1994,7,4,417,4.6,1,0,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,1.2,1.2,0.4,1.5,0.25,0.08,0.33,0.25,0.33,Matches
406,Pere Pons,es ESP,MF,Alavés,27-359,1993,8,6,574,6.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.01,0.1,0.1,0.01,0.1,Matches
407,Francisco Portillo,es ESP,MF,Getafe,30-245,1990,12,3,357,4.0,0,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.1,Matches
408,Portu,es ESP,"FW,MF",Real Sociedad,28-268,1992,21,15,1335,14.8,5,3,5,0,0,0,0,0.34,0.2,0.54,0.34,0.54,3.2,3.2,4.5,7.7,0.22,0.3,0.52,0.22,0.52,Matches
409,Sergio Postigo,es ESP,DF,Levante,32-101,1988,16,13,1118,12.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01,Matches
410,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21-357,1999,17,14,1303,14.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
411,Antonio Puertas,es ESP,"FW,MF",Granada,28-358,1992,20,11,1119,12.4,0,2,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,2.0,2.0,0.6,2.6,0.16,0.05,0.21,0.16,0.21,Matches
412,Riqui Puig,es ESP,MF,Barcelona,21-184,1999,5,1,84,0.9,1,0,1,0,0,0,0,1.07,0.0,1.07,1.07,1.07,0.1,0.1,0.0,0.1,0.15,0.0,0.15,0.15,0.15,Matches
413,Jorge Pulido,es ESP,DF,Huesca,29-311,1991,18,17,1545,17.2,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.5,0.07,0.02,0.09,0.07,0.09,Matches
414,Quini,es ESP,DF,Granada,31-142,1989,7,1,201,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.13,0.13,0.01,0.13,Matches
415,Quique,es ESP,FW,Eibar,30-273,1990,7,0,86,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,Matches
416,Uroš Račić,rs SRB,MF,Valencia,22-333,1998,16,12,1100,12.2,1,0,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,0.7,0.7,0.2,0.9,0.06,0.02,0.07,0.06,0.07,Matches
417,Nemanja Radoja,rs SRB,MF,Levante,28-007,1993,17,9,889,9.9,0,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,0.3,0.3,0.3,0.6,0.03,0.03,0.06,0.03,0.06,Matches
418,Ivan Rakitić,hr CRO,MF,Sevilla,32-340,1988,20,15,1323,14.7,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,0.8,3.0,0.15,0.06,0.21,0.15,0.21,Matches
419,Sandro Ramírez,es ESP,"FW,MF",Huesca,25-219,1995,8,6,487,5.4,2,1,2,0,0,1,0,0.37,0.18,0.55,0.37,0.55,1.2,1.2,0.1,1.3,0.22,0.02,0.23,0.22,0.23,Matches
420,Sergio Ramos,es ESP,DF,Real Madrid,34-320,1986,14,14,1215,13.5,2,0,0,2,2,3,0,0.15,0.0,0.15,0.0,0.0,3.8,2.3,0.2,2.5,0.28,0.02,0.3,0.17,0.18,Matches
421,Recio,es ESP,MF,Eibar,30-033,1991,10,5,368,4.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.05,0.03,0.07,0.05,0.07,Matches
422,Karim Rekik,nl NED,DF,Sevilla,26-073,1994,3,1,164,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.06,0.07,0.01,0.07,Matches
423,Álex Remiro,es ESP,GK,Real Sociedad,25-326,1995,22,22,1980,22.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
424,Oriol Rey,es ESP,MF,Valladolid,22-354,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
425,Mikel Rico,es ESP,MF,Huesca,36-101,1984,17,16,1278,14.2,1,0,1,0,0,0,0,0.07,0.0,0.07,0.07,0.07,1.9,1.9,0.5,2.5,0.14,0.04,0.17,0.14,0.17,Matches
426,Emiliano Rigoni,ar ARG,"MF,FW",Elche,28-009,1993,15,9,894,9.9,1,1,1,0,0,4,0,0.1,0.1,0.2,0.1,0.2,1.0,1.0,1.5,2.5,0.12,0.16,0.28,0.12,0.28,Matches
427,Luis Rioja,es ESP,"MF,DF",Alavés,27-120,1993,20,17,1362,15.1,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,2.0,2.0,2.0,4.1,0.14,0.13,0.27,0.14,0.27,Matches
428,Rober,es ESP,DF,Levante,25-363,1995,5,3,312,3.5,0,1,0,0,0,2,1,0.0,0.29,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
429,Roberto,es ESP,GK,Valladolid,35-003,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
430,Sergi Roberto,es ESP,DF,Barcelona,29-006,1992,8,7,650,7.2,1,2,1,0,0,1,0,0.14,0.28,0.42,0.14,0.42,0.4,0.4,1.6,2.1,0.06,0.23,0.29,0.06,0.29,Matches
431,Joel Robles,es ESP,GK,Betis,30-241,1990,13,13,1170,13.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
432,Rubén Rochina,es ESP,MF,Levante,29-327,1991,14,10,795,8.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.2,2.3,0.13,0.13,0.26,0.13,0.26,Matches
433,Rodrigo,es ESP,"FW,MF",Betis,20-273,2000,10,3,371,4.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.02,0.1,0.13,0.02,0.13,Matches
434,Kévin Rodrigues,pt POR,"DF,MF",Eibar,26-345,1994,12,8,768,8.5,1,1,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23,0.3,0.3,0.3,0.6,0.03,0.03,0.07,0.03,0.07,Matches
435,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22-230,1998,11,2,260,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.11,0.12,0.23,0.11,0.23,Matches
436,Ángel Rodríguez,es ESP,FW,Getafe,33-293,1987,21,8,982,10.9,5,0,4,1,1,3,0,0.46,0.0,0.46,0.37,0.37,3.1,2.4,0.5,3.0,0.29,0.05,0.34,0.22,0.27,Matches
437,Guido Rodríguez,ar ARG,MF,Betis,26-307,1994,19,18,1480,16.4,1,0,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,0.9,0.9,0.5,1.3,0.05,0.03,0.08,0.05,0.08,Matches
438,Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,17-290,2003,4,0,30,0.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
439,Víctor Rodríguez,es ESP,MF,Elche,31-205,1989,9,2,308,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.13,0.13,0.0,0.13,Matches
440,Rodrygo,br BRA,FW,Real Madrid,20-035,2001,11,4,423,4.7,0,4,0,0,0,0,0,0.0,0.85,0.85,0.0,0.85,1.0,1.0,2.1,3.2,0.22,0.46,0.68,0.22,0.68,Matches
441,Facundo Roncaglia,ar ARG,DF,Osasuna,34-003,1987,15,13,1126,12.5,1,1,1,0,0,3,1,0.08,0.08,0.16,0.08,0.16,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches
442,Rubén,es ESP,"GK,MF",Osasuna,36-236,1984,3,3,187,2.1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
443,Waldo Rubio,es ESP,FW,Valladolid,25-180,1995,8,5,357,4.0,1,0,0,1,1,1,0,0.25,0.0,0.25,0.0,0.0,1.0,0.3,0.0,0.3,0.26,0.0,0.26,0.07,0.07,Matches
444,Aitor Ruibal,es ESP,"FW,MF",Betis,24-328,1996,14,10,800,8.9,1,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,0.6,0.6,1.5,2.1,0.07,0.17,0.24,0.07,0.24,Matches
445,Ismael Ruiz,es ESP,MF,Granada,19-365,2001,1,1,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
446,Víctor Ruiz,es ESP,DF,Betis,32-019,1989,15,12,1090,12.1,1,0,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,Matches
447,Modibo Sagnan,ml MLI,DF,Real Sociedad,21-305,1999,11,6,496,5.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.07,0.03,0.11,0.07,0.11,Matches
448,Borja Sainz,es ESP,"MF,FW",Alavés,20-012,2001,15,2,361,4.0,1,0,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,1.1,1.1,0.4,1.4,0.27,0.09,0.36,0.27,0.36,Matches
449,Salvi,es ESP,"MF,FW",Cádiz,29-320,1991,17,15,1188,13.2,2,0,2,0,0,2,0,0.15,0.0,0.15,0.15,0.15,1.6,1.6,0.8,2.5,0.12,0.06,0.19,0.12,0.19,Matches
450,Fede San Emeterio,es ESP,MF,Valladolid,23-334,1997,16,14,1143,12.7,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches
451,Antonio Sanabria,py PAR,FW,Betis,24-346,1996,16,10,932,10.4,3,0,3,0,0,2,0,0.29,0.0,0.29,0.29,0.29,4.3,4.3,0.3,4.5,0.41,0.02,0.44,0.41,0.44,Matches
452,Oihan Sancet,es ESP,"MF,FW",Athletic Club,20-294,2000,14,2,331,3.7,1,0,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,0.9,0.9,0.5,1.4,0.25,0.14,0.39,0.25,0.39,Matches
453,Juan Sánchez Miño,ar ARG,"DF,MF",Elche,31-043,1990,9,5,495,5.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
454,Germán Sánchez,es ESP,DF,Granada,34-105,1986,19,15,1374,15.3,2,1,2,0,0,7,0,0.13,0.07,0.2,0.13,0.2,1.0,1.0,0.1,1.1,0.07,0.0,0.07,0.07,0.07,Matches
455,Javi Sánchez,es ESP,DF,Valladolid,23-336,1997,11,6,574,6.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches
456,José Sánchez,es ESP,DF,Granada,20-348,2000,2,2,163,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
457,Manuel Sánchez,es ESP,"DF,MF",Osasuna,20-173,2000,4,2,178,2.0,0,1,0,0,0,2,0,0.0,0.51,0.51,0.0,0.51,0.1,0.1,0.2,0.2,0.03,0.09,0.12,0.03,0.12,Matches
458,Manuel Sánchez,es ESP,DF,Atlético Madrid,20-173,2000,1,1,49,0.5,0,1,0,0,0,0,0,0.0,1.84,1.84,0.0,1.84,0.0,0.0,0.3,0.3,0.0,0.61,0.61,0.0,0.61,Matches
459,Oier Sanjurjo,es ESP,MF,Osasuna,34-264,1986,21,17,1551,17.2,0,2,0,0,0,6,0,0.0,0.12,0.12,0.0,0.12,0.5,0.5,1.3,1.9,0.03,0.08,0.11,0.03,0.11,Matches
460,Ivan Šaponjić,rs SRB,FW,Cádiz,23-195,1997,2,0,57,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.38,0.0,0.38,0.38,0.38,Matches
461,Stefan Savić,me MNE,DF,Atlético Madrid,30-036,1991,18,18,1620,18.0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches
462,Jaime Seoane,es ESP,MF,Huesca,24-022,1997,15,10,930,10.3,1,0,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,0.8,0.8,0.6,1.4,0.08,0.06,0.13,0.08,0.13,Matches
463,Edgar Sevikyan,ru RUS,MF,Levante,19-189,2001,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
464,Sidnei,br BRA,DF,Betis,31-174,1989,8,5,504,5.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,Matches
465,David Silva,es ESP,MF,Real Sociedad,35-036,1986,12,9,794,8.8,1,2,1,0,0,4,0,0.11,0.23,0.34,0.11,0.34,0.8,0.8,1.6,2.4,0.1,0.18,0.28,0.1,0.28,Matches
466,Gastón Silva,uy URU,DF,Huesca,26-345,1994,7,4,394,4.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
467,Rui Silva,pt POR,GK,Granada,27-006,1994,21,21,1890,21.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
